Id,BIRTHDATE,SSN,DRIVERS,PASSPORT,FIRST,LAST,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP
07be4cf2-3276-f400-cfdd-86f7ad364f49,01/01/1970,999-59-6144,S99916503,X61388356X,Samuel,Schumm,black,nonhispanic,M,Crawford  New York  US,375 Williamson Arcade,New York,New York,Richmond County,36059,11003
68f3efed-0596-de15-48af-dfee01d76fa5,01/01/1970,999-25-1604,S99952809,X81192174X,Normand,Wolff,white,nonhispanic,M,New York  New York  US,369 Wolff Bridge,New York,New York,Richmond County,36061,10028
31eca2ea-15ca-a255-c85e-14019646593f,01/01/1970,999-17-9028,S99979431,X11036456X,Londa,Bernhard,white,nonhispanic,F,New York  New York  US,540 Batz Lock,New York,New York,Richmond County,36061,10119
d61aaae5-c0e6-a61b-4887-8629339a2994,01/01/1970,999-17-9000,S99974010,X13786936X,Suelle,Bernhard,white,hispanic,F,Greece  New York  US,295 Johnston Corner Unit 39,New York,New York,Richmond County,36061,10005
535cc5fd-d6c7-b978-6381-73c3cc5b7fd5,01/01/1970,999-70-7973,S99949185,X4187026X,Leesa,Abbott,asian,nonhispanic,F,Munsey Park  New York  US,579 Gutkowski Glen Suite 35,New York,New York,Richmond County,36005,10465
d0767799-8aed-d424-d9f4-494e61febb43,01/01/1970,999-49-9490,S99973363,X58936129X,Myrtle,Heaney,white,nonhispanic,F,New York  New York  US,558 Gutkowski Boulevard,New York,New York,Richmond County,36005,10467
d61c2dba-fe80-51aa-8940-6d8edc6db3b2,01/01/1970,999-30-8749,,,Jarred,Kreiger,white,nonhispanic,M,New York  New York  US,796 Greenfelder Arcade Suite 34,New York,New York,Richmond County,36047,11211
49a3d5a0-5676-f20a-487e-f06dd7bcee51,01/01/1970,999-38-4561,S99921659,X67105345X,Brendan,Hilll,white,nonhispanic,M,Brewster Hill  New York  US,348 Waelchi Forge Unit 83,New York,New York,Richmond County,36047,11222
8f8e19f4-8081-41ab-b2a4-25d2cc4a1ada,01/01/1970,999-95-6741,S99965151,X29104146X,Jerre,Cumming,black,nonhispanic,M,Brookville  New York  US,298 Homenick Road Unit 71,New York,New York,Richmond County,36061,10018
403b6ca4-7df8-b7ad-13d0-6c6b6927ece8,01/01/1970,999-15-4910,S99938601,X21356218X,Milagros,Cassin,white,nonhispanic,F,New York  New York  US,178 Luettgen Stravenue,New York,New York,Richmond County,36005,10473
b0cc2ac0-28bc-86c3-7fd8-80cf54649c08,01/01/1970,999-14-5041,S99988757,X69514914X,Kathrin,Shields,white,nonhispanic,F,New York  New York  US,1053 Effertz Vale Apt 3,New York,New York,Richmond County,36061,10282
bbc739bc-2d3a-1c68-9bec-6b569ea311de,01/01/1970,999-88-3071,S99975180,X31945001X,Benito,Soliz,hawaiian,hispanic,M,Bayamon  Puerto Rico  PR,788 Kerluke Ferry Unit 22,New York,New York,Richmond County,36061,10075
c59b251c-3bcb-d8a1-c0e7-31a43006114e,01/01/1970,999-16-6282,S99967264,X66415760X,Neta,Frami,white,nonhispanic,F,Byron  New York  US,353 Beier Rest Apt 69,New York,New York,Richmond County,36047,11219
631c0197-75a7-c3a6-33a2-5dc0eb981f32,01/01/1970,999-25-6316,S99929669,X29194216X,Shoshana,Ratke,black,nonhispanic,F,Albany  New York  US,588 Leffler Lock,New York,New York,Richmond County,36047,11206
5d90db89-4df7-7211-d910-8131c1ae8054,01/01/1970,999-92-6094,S99959866,X55577192X,Courtney,Abshire,white,nonhispanic,M,Forestport  New York  US,141 Feil Well,New York,New York,Richmond County,36061,10279
f34e3a7e-e78b-2014-83fc-5e72f080fd81,01/01/1970,999-67-7523,S99956455,X62701830X,Lucien,Bernier,white,nonhispanic,M,New York  New York  US,195 Bode Throughway,New York,New York,Richmond County,36081,11385
9f3360e8-6235-ef57-c8f7-59bb77ac63d5,01/01/1970,999-82-2218,,,Tona,Flatley,white,nonhispanic,F,New Rochelle  New York  US,1032 Lindgren Gate Unit 41,New York,New York,Richmond County,36005,10473
7565f769-9faa-d2bf-ce3d-440e171adbaf,01/01/1970,999-19-5536,S99983115,X6473342X,Alec,Gottlieb,white,nonhispanic,M,New York  New York  US,173 Kuhlman Parade,New York,New York,Richmond County,36061,10152
5fde2a8d-ab6d-d171-d301-283a38b06cd9,01/01/1970,999-21-7815,S99948601,X86057162X,Phillis,Murray,black,nonhispanic,F,Glenwood Landing  New York  US,116 Hettinger Wynd,New York,New York,Richmond County,36061,10014
c2c580fb-aec2-0b13-7384-ee8bcdc631c8,01/01/1970,999-34-8355,S99941944,X72668544X,César,Marroquín,white,hispanic,M,Bogota  Bogota  CO,354 Bradtke Key,New York,New York,Richmond County,36047,11109
2edb7dfc-4cd8-20e3-1ccd-56676f7d729b,01/01/1970,999-41-8011,,,Malcolm,Rolfson,asian,hispanic,M,White Plains  New York  US,990 Zieme Common Suite 35,New York,New York,Richmond County,36081,11005
cbd7345b-f07a-12af-cab4-d2a3d8c05212,01/01/1970,999-41-2620,S99949621,X44673837X,Laquita,Hoeger,asian,hispanic,F,Irvington  New York  US,662 McDermott Divide Suite 47,New York,New York,Richmond County,36005,10473
d8c281b3-e1fa-ab81-f2c8-bdfd7bd19cac,01/01/1970,999-45-2816,S99969873,X33971099X,Porsch,Wintheiser,white,nonhispanic,F,New York  New York  US,728 Sanford Flat,New York,New York,Richmond County,36081,11004
07a01b8c-f34e-a83c-253b-ce27de65eea0,01/01/1970,999-38-9554,S99920770,X20290402X,Bernarda,Jast,white,nonhispanic,F,New York  New York  US,660 Abernathy Meadow Unit 39,New York,New York,Richmond County,36081,11378
ed794fab-b35f-3b00-6dcc-a25cce62d4de,01/01/1970,999-48-4090,S99998937,X1891683X,Alphons,Shields,white,nonhispanic,M,Schenectady  New York  US,1008 Bartell Hollow,New York,New York,Richmond County,36047,11223
c1992cf5-76ae-acaf-f316-40d128a3965e,01/01/1970,999-82-9595,S99912981,X60889080X,Lorena,Mondragón,white,hispanic,F,Portsmouth  Saint John Parish  DM,340 Turcotte Well Unit 5,New York,New York,Richmond County,36061,10280
a63eacc9-e230-9c20-a211-099392bea088,01/01/1970,999-75-6663,,,Tomas,Larso,white,nonhispanic,M,New York  New York  US,325 Luettgen Neck,New York,New York,Richmond County,36081,11414
d8ad8d2f-1305-4bb4-6aaa-ffb7617f3667,01/01/1970,999-85-9924,,,Merry,Wilkinson,asian,hispanic,F,Sea Cliff  New York  US,456 Ferry Mews Apt 25,New York,New York,Richmond County,36061,10170
3a1cc063-84f8-9279-7a24-03bfe016bd33,01/01/1970,999-37-6254,S99918167,X25558481X,Shelby,Morissette,asian,nonhispanic,M,Hanoi  Hà Đông  VN,895 Haag Throughway,New York,New York,Richmond County,36005,10458
b0d5be4f-2f66-aef3-44a4-ad70f4a3aec6,01/01/1970,999-55-2134,,,Nga,Okuneva,white,nonhispanic,F,Niskayuna  New York  US,415 Pacocha Orchard,New York,New York,Richmond County,36047,11214
b0644b61-1737-7c2b-168e-0b68bbd0c25f,01/01/1970,999-62-2623,S99975495,X11187407X,Alina,Gislason,white,nonhispanic,F,New York  New York  US,751 McClure Rapid Unit 85,New York,New York,Richmond County,34017,10004
c1b84d65-054b-cb8f-45e9-891483b311e7,01/01/1970,999-62-1803,S99973332,X42282695X,Theo,Ernser,white,nonhispanic,M,New York  New York  US,661 Emmerich Junction Unit 5,New York,New York,Richmond County,36061,10168
4be782b5-ea2e-8425-7370-6bbf84a36df3,01/01/1970,999-21-7264,S99945347,X63776042X,Granville,Bailey,white,nonhispanic,M,New York  New York  US,914 Greenfelder Brook,New York,New York,Richmond County,36081,11419
5835b5c2-d614-3c63-5eea-2271bdeb7ac0,01/01/1970,999-75-9618,S99923687,,Mickey,Champlin,white,nonhispanic,M,New York  New York  US,271 Kohler Boulevard Apt 54,New York,New York,Richmond County,36081,11377
8ee47a40-e6d3-0fc2-0eeb-d95c08c46f5d,01/01/1970,999-30-8445,S99973043,X61816377X,Wallace,Turner,white,nonhispanic,M,Syracuse  New York  US,142 Prosacco Mall Apt 24,New York,New York,Richmond County,36081,11427
d4e0f84f-8871-20ce-235b-0210b11d1536,01/01/1970,999-95-1053,S99967927,X49060819X,Fanny,Swift,white,nonhispanic,F,Cohoes  New York  US,1000 Koss Forge Suite 94,New York,New York,Richmond County,36085,10311
3427f84c-8a58-28af-45c6-0e7b7131be1f,01/01/1970,999-89-5256,S99945940,X23881972X,Jeremiah,Nikolau,white,nonhispanic,M,New York  New York  US,1090 Veum Ranch,New York,New York,Richmond County,36081,11357
1901672e-4f26-5fcc-fca9-cd3e2eb3e411,01/01/1970,999-15-7801,S99937792,X19723814X,Reid,Flatley,white,nonhispanic,M,Albany  New York  US,630 Jast Dam,New York,New York,Richmond County,36047,11219
0cebab76-8a64-ad4e-79b2-42556a547fe3,01/01/1970,999-78-9200,S99954932,X67108973X,Kaleigh,Weissnat,white,nonhispanic,F,North Sea  New York  US,190 Erdman Estate,New York,New York,Richmond County,36061,10018
aea70131-4c20-0aa1-8348-52e67b051305,01/01/1970,999-96-6298,S99995336,X28120710X,Patrick,McClure,asian,hispanic,F,New York  New York  US,227 Durgan Frontage road Unit 3,New York,New York,Richmond County,36061,10031
4b6fd91a-69c5-dcbb-76b8-304ac91b63c3,01/01/1970,999-30-1260,S99947304,X33029816X,Korey,Ruecker,white,nonhispanic,M,Cattaraugus  New York  US,1035 Baumbach Mews Unit 71,New York,New York,Richmond County,36005,10474
985a44b5-7437-0c14-8d25-4015c3f44716,01/01/1970,999-59-7919,S99970400,X69323187X,Rolland,Skiles,white,nonhispanic,M,New York  New York  US,505 Hoppe Boulevard,New York,New York,Richmond County,36085,10314
125702fb-9556-3416-18a3-1b4481d6b3b7,01/01/1970,999-98-1424,S99986022,X59482344X,Ahmed,Gerlach,white,nonhispanic,M,Berlin  Berlin  DE,881 Lemke Dam,New York,New York,Richmond County,36047,11228
2ea19565-e959-cc46-6e4c-5c3508b483cf,01/01/1970,999-88-4944,S99957419,X76526729X,Lorenzo,Rael,white,hispanic,M,Marigot  Saint Andrew Parish  DM,264 Rolfson Station Suite 63,New York,New York,Richmond County,36081,11365
8f4b6b2d-abc6-4414-cd81-4fbe8fbcb763,01/01/1970,999-19-2395,S99969275,X39692616X,Stan,Dibbert,white,nonhispanic,M,Rome  New York  US,498 Shields Ranch,New York,New York,Richmond County,36081,11106
a40daead-01ec-166b-fdc8-c843c9a4733c,01/01/1970,999-91-1265,S99977432,X59583507X,Nolan,Schinner,white,nonhispanic,M,Islip  New York  US,732 DuBuque Gateway Suite 56,New York,New York,Richmond County,36005,10459
90b660ec-b8b0-1d73-47a6-25125017ba8b,01/01/1970,999-65-9286,,,Andy,McLaughlin,black,nonhispanic,M,Yorktown  New York  US,572 Bechtelar Bridge Suite 6,New York,New York,Richmond County,36081,11422
569eb261-af39-9d6b-1a60-b3d2b6543726,01/01/1970,999-91-7727,S99923212,,Shawanda,Bahringer,white,nonhispanic,F,Attica  New York  US,240 Connelly Extension Unit 30,New York,New York,Richmond County,36081,11371
51070c1d-5b70-0ccc-32b8-ba2a31464cc6,01/01/1970,999-29-9803,S99947079,X27556216X,Sherrell,Romaguer,white,nonhispanic,F,New York  New York  US,634 Kassulke Ranch,New York,New York,Richmond County,36061,10172
8464b9ce-1323-a284-c8fe-45cf86543480,01/01/1970,999-29-4551,S99955082,X52503190X,Hassan,Schimmel,white,nonhispanic,M,New York  New York  US,785 Carroll Overpass,New York,New York,Richmond County,36081,11369
a641f6e5-0424-9495-2648-7aa987a2b37a,01/01/1970,999-67-8143,,,Kassandra,Hahn,black,nonhispanic,F,Floral Park  New York  US,660 Roberts Branch Apt 64,New York,New York,Richmond County,36047,11109
9db027cd-1e49-f33e-1a6e-0c51601dfe9c,01/01/1970,999-72-4529,S99972604,X69434047X,Laine,Kemmer,white,nonhispanic,F,New York  New York  US,122 Leffler Frontage road Apt 39,New York,New York,Richmond County,36061,10020
c07a1513-9d1d-581f-79fc-441c867f3762,01/01/1970,999-64-9785,,,Federico,Soria,asian,hispanic,M,San Juan  Puerto Rico  PR,769 Wintheiser Orchard,New York,New York,Richmond County,36061,10018
4b0255f1-1c97-a5b4-7253-1bf73936f1e9,01/01/1970,999-52-4060,S99990528,X77664428X,Lucie,Schroeder,white,nonhispanic,F,New York  New York  US,1000 Ernser Row,New York,New York,Richmond County,36047,11229
fdc9d3f7-8573-6c4e-f646-6cf19cdd7275,01/01/1970,999-47-9385,S99938628,X76610510X,Frankie,Bauch,white,nonhispanic,M,New York  New York  US,1079 Schmeler Pathway,New York,New York,Richmond County,34017,10004
ef6beb64-170a-2f16-e63c-85f3717a6f02,01/01/1970,999-37-1377,S99929814,X75204576X,Jeffery,Conn,white,nonhispanic,M,New York  New York  US,726 Gleichner Approach Apt 26,New York,New York,Richmond County,36081,11385
9412cea4-13a5-6b83-2e94-5c75175433b6,01/01/1970,999-80-1622,S99957232,X45411839X,Dyla,Wyman,white,nonhispanic,M,Tarrytown  New York  US,919 Hermann Road Suite 84,New York,New York,Richmond County,36081,11428
8fe72870-0473-43f6-4300-21c1c5e31d8b,01/01/1970,999-34-4738,S99995744,X7210490X,Nathanial,Muller,white,nonhispanic,M,New York  New York  US,104 Medhurst Viaduct,New York,New York,Richmond County,36081,11434
5fca0970-92d6-03a0-61d8-e8b70836a93f,01/01/1970,999-25-9257,S99931771,X49862532X,Leo,Cumming,black,nonhispanic,F,White Plains  New York  US,464 Kerluke Throughway,New York,New York,Richmond County,36081,11364
f3b6df43-f7cb-2cac-280b-42ffb33f26ea,01/01/1970,999-28-8489,S99947198,X62006987X,Reginal,Turner,white,nonhispanic,M,New York  New York  US,525 Fadel Parade,New York,New York,Richmond County,36061,10007
574db5ca-5f2c-5b5f-c50b-e5b41b27af72,01/01/1970,999-27-9771,S99936546,X8115793X,Sasha,McClure,white,nonhispanic,F,New York  New York  US,600 Wuckert View Suite 91,New York,New York,Richmond County,36081,11365
40b1cda9-8399-2676-9245-efbb8cb550dc,01/01/1970,999-23-1874,S99923199,X1729831X,Damia,Powlowski,asian,nonhispanic,M,Hyderabad  Andhra Pradesh  IN,1074 Stracke Grove,New York,New York,Richmond County,36081,11104
3afe24ba-660a-161f-12fa-96f8119c4f14,01/01/1970,999-48-7943,,,Fredri,Lowe,white,nonhispanic,M,New York  New York  US,1003 Harber Knoll Unit 93,New York,New York,Richmond County,36081,11436
4734593c-e093-8cce-067b-279754bed4cb,01/01/1970,999-70-5475,,,Odette,Jerde,white,hispanic,F,Stanford  New York  US,602 Fay Junction,New York,New York,Richmond County,36061,10128
3bcfdf05-4970-1755-94f9-c60760a1c9f8,01/01/1970,999-56-5163,S99975544,X52906230X,Hertha,Lubowit,black,nonhispanic,F,Hauppauge  New York  US,321 Simonis Throughway,New York,New York,Richmond County,36047,11208
91822f55-1c94-08a0-0ee5-4a17af3d710a,01/01/1970,999-25-4568,S99910459,X54273139X,Geoffrey,Leanno,white,nonhispanic,M,Mountain Lodge Park  New York  US,1050 Nader Pathway,New York,New York,Richmond County,36047,11232
06fa1373-a2e0-9c3a-48dc-ec7069bc898b,01/01/1970,999-31-6352,S99950575,X85667704X,Norin,Johnston,white,nonhispanic,F,New York  New York  US,959 Pouros Annex,New York,New York,Richmond County,36085,10310
fda65c01-925b-ae7f-4b7e-a3d8b5ea7206,01/01/1970,999-93-1515,S99922493,X54707937X,Marisol,Abernathy,white,nonhispanic,F,Woodmere  New York  US,992 Quitzon Heights,New York,New York,Richmond County,36081,11372
65451c81-8e57-65fc-de45-62e7578683d2,01/01/1970,999-75-8524,S99932930,,Marty,Murphy,white,nonhispanic,M,New York  New York  US,625 Konopelski Meadow,New York,New York,Richmond County,36085,10301
144228ec-e448-f91d-fffc-d1e6d3dfb940,01/01/1970,999-31-1828,S99997811,X4879817X,Linette,Ruecker,white,nonhispanic,F,Brentwood  New York  US,251 Wyman Gardens Unit 71,New York,New York,Richmond County,36047,11451
61ec9cba-be6f-d17c-6fdc-a1a5f433d175,01/01/1970,999-65-9964,S99910231,X26732078X,Barbara,Kovacek,white,nonhispanic,F,Stony Brook University  New York  US,717 Feeney Pathway,New York,New York,Richmond County,36047,11214
6a0dd913-961d-0fd0-a414-494d8269916a,01/01/1970,999-62-6094,S99932989,X34083594X,Rocky,Kozey,black,nonhispanic,M,New York  New York  US,103 Lakin Estate Unit 56,New York,New York,Richmond County,36061,10003
906405b0-ebb5-1f6d-6ca8-6e4350eba081,01/01/1970,999-37-2220,S99956308,X32475369X,Robbi,Schimmel,white,hispanic,F,New York  New York  US,642 Funk Parade,New York,New York,Richmond County,36061,10037
5a3c635d-3f05-0086-6ec6-7542008a67d4,01/01/1970,999-14-1638,,,Jed,Schowalter,black,nonhispanic,M,New York  New York  US,390 Durgan Grove Apt 17,New York,New York,Richmond County,36005,10469
64bef587-5e3f-d54c-2b72-c9dd1025275e,01/01/1970,999-39-6681,S99999790,,Gonzalo,Greenfelder,white,hispanic,M,New York  New York  US,407 Stroman Dam,New York,New York,Richmond County,36081,11361
5a7b9933-40f4-6a7e-03a6-7b50018fafd6,01/01/1970,999-18-8386,,,Clara,Griego,black,hispanic,F,Santiago  Santiago Province  CL,166 King Walk Unit 44,New York,New York,Richmond County,36081,11411
f4be7f9e-8338-f082-978f-40fb94e895f2,01/01/1970,999-92-1273,S99934434,X20830558X,Cicely,Mante,white,nonhispanic,F,Cheektowaga  New York  US,253 Doyle Gateway Suite 38,New York,New York,Richmond County,36081,11416
75670659-4adc-3a65-84ad-11c2a3fc3032,01/01/1970,999-78-6676,,,Florance,Koss,white,nonhispanic,F,New York  New York  US,596 Morissette Boulevard,New York,New York,Richmond County,36059,11001
d6b39192-b847-5f0a-e580-96c39ac3c551,01/01/1970,999-82-4818,S99926478,X44975513X,Alan,Lang,white,nonhispanic,M,New Windsor  New York  US,733 Ernser Rapid,New York,New York,Richmond County,36005,10463
60287e46-87fb-4058-62ce-cf3e8aeaddb6,01/01/1970,999-84-6320,S99978098,X22029232X,Adriana,Mena,black,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,463 Waters Orchard Unit 21,New York,New York,Richmond County,36005,10471
3e86f2e5-47a7-49ec-4429-8f7692359155,01/01/1970,999-78-4591,S99983783,X47584588X,Normand,Rutherford,white,nonhispanic,M,Herkimer  New York  US,218 Corwin Knoll,New York,New York,Richmond County,36085,10305
83826585-fd99-2c79-c213-e5910abb0eeb,01/01/1970,999-69-1294,S99960672,X82354847X,Demarcus,Jacobson,white,hispanic,M,New York  New York  US,813 Moore Bridge Apt 10,New York,New York,Richmond County,36061,10020
1061a3d6-bd63-2380-0add-5ee564180fa8,01/01/1970,999-17-9576,S99921686,X22634203X,Teddy,Roo,white,nonhispanic,M,Norwich  New York  US,398 Hessel Dale Apt 49,New York,New York,Richmond County,36005,10455
6dcc76e7-0889-0705-7004-09f3fc370464,01/01/1970,999-30-4818,S99955960,X49752202X,Jennefer,Gulgowski,asian,nonhispanic,F,Copiague  New York  US,488 Gleichner Frontage road Apt 17,New York,New York,Richmond County,36081,11693
a0691c2f-e9db-4d87-1d93-b8370b99416c,01/01/1970,999-80-3217,,,Hoyt,Homenick,white,nonhispanic,M,Newburgh  New York  US,768 Fritsch Passage,New York,New York,Richmond County,36061,10167
b42f5e6b-0ac1-412b-5ef6-9f700da6d9cd,01/01/1970,999-84-2316,S99970516,,Bradley,Dare,white,nonhispanic,M,New York  New York  US,190 Toy Avenue,New York,New York,Richmond County,36047,11221
d5345965-c649-e1c8-b332-09e6e76887e2,01/01/1970,999-41-7571,,,Ramona,Esparza,white,hispanic,F,Carolina  Puerto Rico  PR,724 Wintheiser Parade Unit 98,New York,New York,Richmond County,36081,11427
2aff4127-69a0-b659-5cc8-f4823535a5ec,01/01/1970,999-21-7959,S99938786,X72665047X,Arlie,Cassin,black,nonhispanic,M,Poestenkill  New York  US,367 Jacobi Station,New York,New York,Richmond County,36085,10307
f058201d-84fd-23d5-4927-3b4b43346605,01/01/1970,999-85-3259,S99943800,X34360222X,Theron,Skiles,white,nonhispanic,M,New York  New York  US,1020 Christiansen Gate,New York,New York,Richmond County,36061,10031
7c1034f1-836f-a7b0-7f76-afa5d109ec2d,01/01/1970,999-93-9835,S99925831,X57691131X,Coral,Shields,white,nonhispanic,F,North Amityville  New York  US,1047 Bauch Center Apt 71,New York,New York,Richmond County,36047,11211
67833113-c446-60b5-5adb-dd38f74c733f,01/01/1970,999-28-5706,S99911210,X25845144X,Stefan,Swift,white,nonhispanic,M,New York  New York  US,913 Cormier Road,New York,New York,Richmond County,36061,10032
86801e48-c0b4-29a4-dfa3-765baac979e3,01/01/1970,999-70-1102,S99965763,X23217053X,Sharilyn,Dickinson,white,nonhispanic,F,Rockland  New York  US,154 Kozey Parade,New York,New York,Richmond County,36081,11421
c8dbab97-bcf6-d774-4859-ae07dfe1f38a,01/01/1970,999-61-5913,S99916355,X61689578X,Eldo,Borer,white,nonhispanic,M,Chenango Bridge  New York  US,221 Sawayn Rapid Suite 94,New York,New York,Richmond County,36061,10016
bd228208-b579-312f-87bb-bf90a4df65ab,01/01/1970,999-26-7013,,,Dwain,Strosin,white,nonhispanic,M,Rochester  New York  US,131 Bechtelar Junction Suite 92,New York,New York,Richmond County,36005,10475
4184804e-36fe-3dcd-72f4-7688f1b60e12,01/01/1970,999-17-6581,S99924598,X66012972X,Cary,Halvorson,white,nonhispanic,M,Dix Hills  New York  US,810 Wiza Ville,New York,New York,Richmond County,36061,10026
02d8a7f4-e5db-740d-31b0-aefe8c85067c,01/01/1970,999-56-5373,S99958024,X11806881X,Adán,Nieves,white,hispanic,M,Roseau  Saint George  DM,751 Ortiz Throughway,New York,New York,Richmond County,36061,10018
e923e0fa-02ed-33af-f2fc-0fe2b50c0db6,01/01/1970,999-41-1915,S99970084,X2126362X,Darrick,Bartolett,asian,nonhispanic,M,Haiphong  Kiến An  VN,782 Wilderman Rapid,New York,New York,Richmond County,36061,10023
ccaa914b-c3e2-cbac-27d8-86f9af9933b8,01/01/1970,999-68-7444,S99988924,X79477402X,Fra,Schiller,white,nonhispanic,F,New York  New York  US,319 Kozey Wall Apt 45,New York,New York,Richmond County,36081,11365
113ecc14-91c0-7298-4f81-c5865260626e,01/01/1970,999-91-2462,S99994221,X15096602X,Bo,Mraz,black,nonhispanic,M,Herkimer  New York  US,858 Lang Estate Suite 36,New York,New York,Richmond County,36081,11694
af3221ae-fe13-56fe-d1bf-033ed97492c5,01/01/1970,999-84-7025,,,Kathrin,Jerde,asian,hispanic,F,New York  New York  US,787 Stanton Boulevard,New York,New York,Richmond County,36061,10153
0b86488b-9ab1-ee97-247d-c42c91223c8e,01/01/1970,999-25-7930,S99911080,X69949597X,Rosario,Hilll,white,nonhispanic,M,Sloan  New York  US,837 Marks Quay,New York,New York,Richmond County,36061,10036
47d06918-101f-c2ac-b42b-3e6f7361da76,01/01/1970,999-88-9989,S99917851,,Linwood,Feest,asian,nonhispanic,M,New York  New York  US,838 Kuhic Loaf Apt 94,New York,New York,Richmond County,36081,11419
aeb67a51-ec24-8bf6-9007-dc9fb8f172fd,01/01/1970,999-81-5950,S99972188,X4889623X,Anjanette,Jerde,white,hispanic,F,Buffalo  New York  US,632 Bashirian Bypass,New York,New York,Richmond County,36081,11692
50705311-f24a-8c2d-183d-8052ce1bf6af,01/01/1970,999-50-4135,S99936654,X67046817X,Katherine,Dick,white,hispanic,F,New York  New York  US,820 Hermiston Alley,New York,New York,Richmond County,36047,11224
6b7847f8-8d56-f227-b9f0-873a2c443523,01/01/1970,999-24-8213,,,Bertram,Keebler,white,nonhispanic,M,Willsboro  New York  US,948 Windler Way Apt 45,New York,New York,Richmond County,36061,10028
221b1497-76bb-bede-35df-86cb276fe439,01/01/1970,999-33-2308,S99934544,X63003919X,Doyle,Pagac,white,nonhispanic,M,Owasco  New York  US,537 Waelchi Way,New York,New York,Richmond County,36061,10027
99e2f695-ba4e-7e58-4010-af691a98771e,01/01/1970,999-26-7739,S99927280,X65923392X,Season,Gleason,asian,nonhispanic,F,Kings Point  New York  US,115 Lesch Lock,New York,New York,Richmond County,36061,10011
4d73aac9-1fa1-5a92-dff5-a0f7b3d92d60,01/01/1970,999-80-3535,S99932074,X5803176X,Jamison,Zieme,white,nonhispanic,M,Rochester  New York  US,209 Hansen Harbor,New York,New York,Richmond County,36047,11232
481b4b42-e4a2-e590-31da-7fdd2e67970b,01/01/1970,999-80-6171,S99977629,X11109838X,Domitila,Jones,white,nonhispanic,F,Horseheads North  New York  US,1090 Collier Ranch Suite 13,New York,New York,Richmond County,36047,11206
f97dc05e-ab64-6886-55cf-27b7995726ac,01/01/1970,999-41-8038,S99917549,X24232446X,Hipolito,Cole,white,nonhispanic,M,North Tonawanda  New York  US,826 Ebert Rapid,New York,New York,Richmond County,36047,11211
fdb92214-808b-1f03-7901-474390932fa4,01/01/1970,999-29-2005,S99973038,,Leanna,Kreiger,asian,nonhispanic,F,Sea Cliff  New York  US,908 Hermann Walk Unit 19,New York,New York,Richmond County,36081,11355
c0c57eb2-d843-a4e9-904f-1a6cb19a87d3,01/01/1970,999-45-1769,S99967012,X69802401X,Kendrick,Kutch,white,nonhispanic,M,Chili  New York  US,528 Collier Crossing Unit 10,New York,New York,Richmond County,36081,11103
f1b3d6e7-d10f-2f13-6036-f7d97b606d91,01/01/1970,999-30-4898,S99979134,X25970598X,Francesco,Hansen,white,nonhispanic,M,New York  New York  US,146 Ryan Drive Unit 12,New York,New York,Richmond County,36085,10301
00a10639-4f8e-d36f-a27b-c831abf8c11f,01/01/1970,999-89-1391,S99957751,X105157X,Cori,Ratke,white,nonhispanic,F,Antwerp  New York  US,990 Williamson Gateway Apt 80,New York,New York,Richmond County,36081,11005
3e3e994c-5dde-f110-eff5-8b2b0f5362e4,01/01/1970,999-52-8583,,,Dionna,Goodwin,white,nonhispanic,F,New York  New York  US,290 Purdy Club,New York,New York,Richmond County,36061,10011
57aa5a36-50b7-18cd-dd2e-7cccd8f9e223,01/01/1970,999-27-7271,S99933078,X78249058X,Whitney,Price,white,nonhispanic,M,New York  New York  US,534 Zulauf Passage Apt 36,New York,New York,Richmond County,36047,11225
50dca92d-3324-6545-1f7e-225d3ffa0747,01/01/1970,999-62-9517,S99952381,X82085595X,Diedre,Blick,white,hispanic,F,New York  New York  US,203 Roberts Dale,New York,New York,Richmond County,36061,10037
ca4b3bd5-cdb0-0fbd-1083-bf9ec234642b,01/01/1970,999-14-5187,S99916813,X28019670X,Marcellus,Friesen,white,nonhispanic,M,New York  New York  US,281 Lind Passage Unit 71,New York,New York,Richmond County,36081,11005
93c4135e-11c2-82b6-b328-e1f286615b9e,01/01/1970,999-92-2889,S99913403,X64090771X,Gladis,Ferry,black,hispanic,F,New York  New York  US,520 Altenwerth Port,New York,New York,Richmond County,36005,10454
a73d7f39-5680-a35f-1f9d-93262d330ea1,01/01/1970,999-40-3926,S99985965,X69020379X,Del,Reilly,white,nonhispanic,M,Carle Place  New York  US,372 Satterfield Ranch,New York,New York,Richmond County,36061,10172
39109a49-cca1-9f4c-aaf9-143031079abe,01/01/1970,999-18-9849,S99919144,X2337667X,Shellie,Pouros,asian,nonhispanic,F,New York  New York  US,181 Keeling Drive,New York,New York,Richmond County,36081,11385
0b086293-dd62-1f30-f2c9-cd8f3a6854b6,01/01/1970,999-15-3436,S99943729,X44260522X,Maurici,Howell,asian,nonhispanic,M,New York  New York  US,847 Kozey Spur Unit 56,New York,New York,Richmond County,36061,10112
3ce20bbc-cb60-af46-4663-262f433fd7ed,01/01/1970,999-57-2503,S99938237,X34270819X,Zina,Hayes,white,nonhispanic,F,Syracuse  New York  US,484 McLaughlin Course Apt 56,New York,New York,Richmond County,36005,10452
